# plot_id,DEMO-PLOT-001
# analysis_period,"['2023-07-02', '2026-07-19']"
# image_count,266
# source_list,"['Sentinel-2', 'Sentinel-1']"
# algorithm_versions,['HIST-RICE-1.0.0']
# processing_date,2026-07-24T16:12:15.181542+00:00
# provenance,DERIVED
# confidence,MODERATE
# limitations,"['Historical imagery analysis is an analytical demonstration. It does not independently verify AWD compliance.', 'Overhead imagery cannot directly measure water depth below the soil surface.', 'Crop-stage, planting-window, and harvest-window results are estimates unless confirmed by field records.', 'Fertilizer application, straw management, yield, and greenhouse-gas emissions cannot be determined reliably from imagery alone.', 'Carbon results shown in the demonstration are not verified carbon credits.', 'No actual cultivation or field IoT installation has been completed for the demonstration plot.']"
# synthetic_boundary_warning,"DEMO-PLOT-001 is a synthetic demonstration boundary. It is not a cadastral, surveyed, legal, ownership, or officially verified plot boundary."
# demo_disclaimer,Historical baseline analytical demonstration; no verified AWD or carbon-credit claim.
image_id,date,sensor,status,quality,plot_coverage_percent,vegetation_score,smoothed_vegetation_score,water_candidate_fraction,cultivated_area_estimate_rai,possible_harvested_area_rai,confidence,provenance
hist-s2-2025-06-29,2025-06-29,Sentinel-2,WARNING,63.21,27.375,0.423625,0.423625,0.0,24.0,0.0,LOW,DERIVED
hist-s1-2025-07-01,2025-07-01,Sentinel-1,READY,95.0,100.0,1.0,0.423625,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-07-07,2025-07-07,Sentinel-1,READY,95.0,100.0,1.0,0.54846,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-07-14,2025-07-14,Sentinel-2,READY,85.0,100.0,0.54846,0.54846,0.0,24.0,0.0,HIGH,DERIVED
hist-s1-2025-07-19,2025-07-19,Sentinel-1,READY,95.0,100.0,1.0,0.48494149999999997,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-07-19,2025-07-19,Sentinel-2,WARNING,63.21,27.375,0.421423,0.370683,0.0,24.0,0.0,LOW,DERIVED
hist-s2-2025-07-24,2025-07-24,Sentinel-2,READY,85.0,100.0,0.319943,0.370683,0.0,24.0,0.0,HIGH,DERIVED
hist-s1-2025-07-27,2025-07-27,Sentinel-1,READY,95.0,100.0,1.0,0.228228,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-07-29,2025-07-29,Sentinel-2,READY,85.0,100.0,0.136513,0.25683849999999997,0.0,0.0,24.0,HIGH,DERIVED
hist-s2-2025-08-05,2025-08-05,Sentinel-2,READY,85.0,100.0,0.377164,0.25683849999999997,0.0,20.687,3.25,HIGH,DERIVED
hist-s1-2025-08-06,2025-08-06,Sentinel-1,READY,95.0,100.0,1.0,0.35231199999999996,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-08-08,2025-08-08,Sentinel-2,READY,85.0,100.0,0.32746,0.32746,0.0,12.937,10.937,HIGH,DERIVED
hist-s1-2025-08-12,2025-08-12,Sentinel-1,READY,95.0,100.0,1.0,0.19420199999999999,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-08-18,2025-08-18,Sentinel-2,WARNING,63.21,27.375,0.060944,0.060944,0.0,0.0,24.0,LOW,DERIVED
hist-s1-2025-08-20,2025-08-20,Sentinel-1,READY,95.0,100.0,1.0,0.083811,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-08-28,2025-08-28,Sentinel-2,WARNING,63.21,27.375,0.106678,0.106678,0.0,0.0,24.0,LOW,DERIVED
hist-s1-2025-08-30,2025-08-30,Sentinel-1,READY,95.0,100.0,1.0,0.106678,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-09-01,2025-09-01,Sentinel-1,READY,95.0,100.0,1.0,-0.013353,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-09-02,2025-09-02,Sentinel-2,WARNING,63.21,27.375,-0.013353,0.038536,0.0,0.0,24.0,LOW,DERIVED
hist-s2-2025-09-07,2025-09-07,Sentinel-2,WARNING,63.21,27.375,0.090425,0.038536,0.0,0.0,24.0,LOW,DERIVED
hist-s1-2025-09-11,2025-09-11,Sentinel-1,READY,95.0,100.0,1.0,0.048687,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-09-12,2025-09-12,Sentinel-2,READY,85.0,100.0,0.006949,-0.025423,0.0,0.0,24.0,HIGH,DERIVED
hist-s2-2025-09-17,2025-09-17,Sentinel-2,READY,85.0,100.0,-0.057795,-0.025423,0.190104,0.125,19.25,HIGH,DERIVED
hist-s1-2025-09-17,2025-09-17,Sentinel-1,READY,95.0,100.0,1.0,-0.057795,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-09-29,2025-09-29,Sentinel-1,READY,95.0,100.0,1.0,-0.167591,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-10-02,2025-10-02,Sentinel-2,WARNING,63.21,27.375,-0.167591,-0.167591,1.0,0.0,0.0,LOW,DERIVED
hist-s1-2025-10-05,2025-10-05,Sentinel-1,READY,95.0,100.0,1.0,-0.167591,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-10-07,2025-10-07,Sentinel-1,READY,95.0,100.0,1.0,-0.081024,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-10-17,2025-10-17,Sentinel-2,WARNING,63.21,27.375,-0.081024,-0.081024,0.197917,0.0,19.25,LOW,DERIVED
hist-s1-2025-10-19,2025-10-19,Sentinel-1,READY,95.0,100.0,1.0,-0.1334385,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-10-22,2025-10-22,Sentinel-2,WARNING,63.21,27.375,-0.185853,-0.09315649999999999,1.0,0.0,0.0,LOW,DERIVED
hist-s2-2025-10-27,2025-10-27,Sentinel-2,READY,85.0,100.0,-0.00046,-0.09315649999999999,0.0,0.0,24.0,HIGH,DERIVED
hist-s1-2025-10-31,2025-10-31,Sentinel-1,READY,95.0,100.0,1.0,-0.00046,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-11-04,2025-11-04,Sentinel-1,READY,95.0,100.0,1.0,,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-11-10,2025-11-10,Sentinel-1,READY,95.0,100.0,1.0,-0.146156,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-11-11,2025-11-11,Sentinel-2,WARNING,63.21,27.375,-0.146156,-0.12534050000000002,1.0,0.0,0.0,LOW,DERIVED
hist-s2-2025-11-16,2025-11-16,Sentinel-2,READY,85.0,100.0,-0.104525,-0.104525,0.9375,0.0,1.5,HIGH,DERIVED
hist-s2-2025-11-21,2025-11-21,Sentinel-2,WARNING,63.21,27.375,-0.007306,-0.05591550000000001,0.0,0.0,24.0,LOW,DERIVED
hist-s1-2025-11-22,2025-11-22,Sentinel-1,READY,95.0,100.0,1.0,-0.0741975,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-11-26,2025-11-26,Sentinel-2,WARNING,63.21,27.375,-0.141089,-0.141089,1.0,0.0,0.0,LOW,DERIVED
hist-s1-2025-11-28,2025-11-28,Sentinel-1,READY,95.0,100.0,1.0,-0.149812,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-12-01,2025-12-01,Sentinel-2,READY,85.0,100.0,-0.158535,-0.1529945,0.973958,0.0,0.625,HIGH,DERIVED
hist-s2-2025-12-03,2025-12-03,Sentinel-2,READY,85.0,100.0,-0.147454,-0.1529945,0.979167,0.0,0.5,HIGH,DERIVED
hist-s1-2025-12-04,2025-12-04,Sentinel-1,READY,95.0,100.0,1.0,-0.147454,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-12-10,2025-12-10,Sentinel-1,READY,95.0,100.0,1.0,-0.138243,0.0,24.0,,HIGH,DERIVED
hist-s2-2025-12-16,2025-12-16,Sentinel-2,READY,85.0,100.0,-0.138243,-0.145575,0.947917,0.0,1.25,HIGH,DERIVED
hist-s2-2025-12-21,2025-12-21,Sentinel-2,WARNING,63.21,27.375,-0.152907,-0.145575,1.0,0.0,0.0,LOW,DERIVED
hist-s1-2025-12-22,2025-12-22,Sentinel-1,READY,95.0,100.0,1.0,-0.152907,0.0,24.0,,HIGH,DERIVED
hist-s1-2025-12-30,2025-12-30,Sentinel-1,READY,95.0,100.0,1.0,,0.0,24.0,,HIGH,DERIVED
hist-s1-2026-01-03,2026-01-03,Sentinel-1,READY,95.0,100.0,1.0,-0.113664,0.0,24.0,,HIGH,DERIVED
hist-s2-2026-01-05,2026-01-05,Sentinel-2,READY,85.0,100.0,-0.113664,-0.113664,0.875,0.0,3.0,HIGH,DERIVED
hist-s1-2026-01-09,2026-01-09,Sentinel-1,READY,95.0,100.0,1.0,-0.095288,0.0,24.0,,HIGH,DERIVED
hist-s2-2026-01-10,2026-01-10,Sentinel-2,READY,85.0,100.0,-0.076912,-0.051101499999999994,0.526042,0.0,11.375,HIGH,DERIVED
hist-s2-2026-01-12,2026-01-12,Sentinel-2,READY,85.0,100.0,-0.025291,-0.025291,0.0,0.0,24.0,HIGH,DERIVED
hist-s2-2026-01-15,2026-01-15,Sentinel-2,READY,85.0,100.0,0.031848,0.0032785,0.0,0.0,24.0,HIGH,DERIVED
hist-s1-2026-01-15,2026-01-15,Sentinel-1,READY,95.0,100.0,1.0,0.031848,0.0,24.0,,HIGH,DERIVED
hist-s1-2026-01-27,2026-01-27,Sentinel-1,READY,95.0,100.0,1.0,,0.0,24.0,,HIGH,DERIVED
hist-s1-2026-02-02,2026-02-02,Sentinel-1,READY,95.0,100.0,1.0,,0.0,24.0,,HIGH,DERIVED
hist-s1-2026-02-04,2026-02-04,Sentinel-1,READY,95.0,100.0,1.0,0.103263,0.0,24.0,,HIGH,DERIVED
hist-s2-2026-02-04,2026-02-04,Sentinel-2,WARNING,63.21,27.375,0.103263,0.152937,0.0,0.0,23.75,LOW,DERIVED
hist-s2-2026-02-14,2026-02-14,Sentinel-2,READY,85.0,100.0,0.202611,0.199213,0.0,4.313,19.438,HIGH,DERIVED
hist-s2-2026-02-19,2026-02-19,Sentinel-2,READY,85.0,100.0,0.199213,0.202611,0.0,4.375,19.125,HIGH,DERIVED
hist-s2-2026-02-24,2026-02-24,Sentinel-2,READY,85.0,100.0,0.256542,0.199213,0.0,11.813,7.875,HIGH,DERIVED
hist-s2-2026-03-01,2026-03-01,Sentinel-2,WARNING,63.21,27.375,0.090441,0.256542,0.0,1.0,22.75,LOW,DERIVED
hist-s2-2026-03-11,2026-03-11,Sentinel-2,READY,85.0,100.0,0.592105,0.592105,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-03-26,2026-03-26,Sentinel-2,READY,85.0,100.0,0.603245,0.603245,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-03-31,2026-03-31,Sentinel-2,READY,85.0,100.0,0.622225,0.603245,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-04-05,2026-04-05,Sentinel-2,READY,85.0,100.0,0.569121,0.569121,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-04-12,2026-04-12,Sentinel-2,READY,85.0,100.0,0.501965,0.501965,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-04-15,2026-04-15,Sentinel-2,READY,85.0,100.0,0.428108,0.428108,0.0,23.625,0.062,HIGH,DERIVED
hist-s2-2026-04-20,2026-04-20,Sentinel-2,READY,85.0,100.0,0.410526,0.410526,0.0,21.0,2.938,HIGH,DERIVED
hist-s2-2026-05-02,2026-05-02,Sentinel-2,READY,85.0,100.0,0.145957,0.410526,0.0,0.0,24.0,HIGH,DERIVED
hist-s2-2026-05-05,2026-05-05,Sentinel-2,WARNING,63.21,27.375,0.479867,0.145957,0.0,23.5,0.0,LOW,DERIVED
hist-s2-2026-05-15,2026-05-15,Sentinel-2,READY,85.0,100.0,0.098928,0.098928,0.0,0.062,23.875,HIGH,DERIVED
hist-s2-2026-05-25,2026-05-25,Sentinel-2,WARNING,63.21,27.375,0.057965,0.098928,0.0,0.0,24.0,LOW,DERIVED
hist-s2-2026-06-09,2026-06-09,Sentinel-2,READY,85.0,100.0,0.130842,0.130842,0.0,0.0,23.938,HIGH,DERIVED
hist-s2-2026-06-11,2026-06-11,Sentinel-2,READY,85.0,100.0,0.18642,0.18642,0.0,0.25,18.5,HIGH,DERIVED
hist-s2-2026-06-14,2026-06-14,Sentinel-2,READY,85.0,100.0,0.238844,0.238844,0.0,11.563,7.875,HIGH,DERIVED
hist-s2-2026-06-24,2026-06-24,Sentinel-2,WARNING,63.21,27.375,0.321691,0.238844,0.0,19.75,2.5,LOW,DERIVED
hist-s2-2026-07-01,2026-07-01,Sentinel-2,WARNING,63.21,27.375,0.19197,0.321691,0.0,0.0,22.5,LOW,DERIVED
hist-s2-2026-07-09,2026-07-09,Sentinel-2,READY,85.0,100.0,0.418964,0.19197,0.0,24.0,0.0,HIGH,DERIVED
hist-s2-2026-07-14,2026-07-14,Sentinel-2,WARNING,63.21,27.375,0.159459,0.381871,0.0,0.0,24.0,LOW,DERIVED
hist-s2-2026-07-19,2026-07-19,Sentinel-2,WARNING,63.21,27.375,0.381871,0.270665,0.0,23.5,0.5,LOW,DERIVED
